 time,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
2.1015625,3969.743493,4516.922966,4634.358861,4302.051177,3988.717851,4237.948614,4014.358876,4205.128102,4332.820407,4024.615286,4296.410151,4194.871692,4415.897328,4296.922972
2.109375,3969.743493,4517.435787,4635.384502,4308.205023,4007.179389,4235.384512,4023.076825,4209.230666,4333.333227,4023.589645,4296.410151,4196.410154,4409.230661,4293.846049
2.1171875,3969.230672,4515.384505,4641.025528,4316.410151,4009.230671,4234.871691,4030.256312,4218.461435,4332.820407,4023.589645,4297.948613,4198.974256,4412.820405,4298.461433
2.125,3965.128108,4502.051172,4644.615271,4311.794766,4010.769133,4232.820409,4026.153748,4216.410153,4329.743484,4021.538363,4296.410151,4193.333231,4417.435789,4305.1281
2.1328125,3966.66657,4493.846044,4644.615271,4313.846048,4021.538363,4238.461435,4032.820414,4217.948615,4329.230663,4021.025543,4299.999895,4192.30759,4416.410148,4316.922971
2.140625,3970.256313,4497.435787,4647.179374,4323.076817,4031.281953,4250.256306,4041.538363,4222.563999,4332.307586,4020.512722,4299.487074,4198.461436,4415.897328,4324.615279
2.1484375,3967.692211,4493.333223,4645.640912,4315.38451,4030.769132,4253.84605,4037.948619,4212.82041,4332.307586,4014.358876,4290.256305,4194.871692,4413.846046,4318.974253
2.15625,3964.615288,4481.025531,4641.025528,4303.076818,4025.128107,4250.769127,4037.948619,4206.666564,4330.256304,4010.256312,4287.179382,4188.717846,4408.717841,4313.333228
2.1640625,3966.66657,4480.512711,4637.435784,4310.769125,4030.769132,4258.974255,4045.640927,4217.435794,4334.358868,4017.94862,4291.794767,4187.692205,4408.717841,4321.025535
2.171875,3967.17939,4479.99989,4637.948605,4315.89733,4037.948619,4268.717844,4050.769132,4225.640922,4338.974253,4024.615286,4286.153741,4180.512718,4408.717841,4321.025535
2.1796875,3964.615288,4468.717839,4635.384502,4310.769125,4029.743491,4267.179383,4056.922978,4230.769127,4337.948612,4024.615286,4281.538357,4172.30759,4407.6922,4310.256305
2.1875,3967.692211,4462.051173,4637.948605,4313.333228,4023.076825,4267.179383,4056.410157,4234.871691,4338.461432,4025.640927,4290.256305,4176.922975,4410.769123,4308.205023
2.1953125,3966.153749,4464.615275,4636.410143,4318.461433,4035.897337,4269.743485,4047.692209,4236.922973,4341.025535,4026.153748,4291.281946,4175.897334,4407.6922,4307.179382
2.203125,3957.948621,4464.102455,4625.640913,4311.281946,4044.615286,4266.153742,4039.487081,4234.358871,4336.922971,4017.435799,4280.512716,4165.128103,4398.974251,4295.38451
2.2109375,3951.794775,4457.435788,4615.897323,4307.179382,4041.538363,4264.10246,4038.97426,4225.640922,4333.846048,4010.256312,4274.87169,4150.769129,4398.974251,4283.589639
2.21875,3950.256314,4451.281942,4613.846041,4308.205023,4037.435799,4259.999896,4039.999901,4219.487076,4336.41015,4008.717851,4272.307588,4142.051181,4403.076815,4282.051177
2.2265625,3949.230673,4449.23066,4611.281939,4304.615279,4038.97426,4254.35887,4039.999901,4222.563999,4337.435791,4007.69221,4271.281947,4141.02554,4406.153738,4284.102459
2.234375,3949.230673,4444.102455,4610.256298,4307.179382,4046.153747,4257.435793,4045.128106,4228.717845,4337.435791,4012.820415,4274.87169,4144.102463,4411.281943,4281.025536
2.2421875,3949.230673,4435.897327,4614.358862,4313.333228,4047.692209,4262.563998,4048.205029,4231.794768,4339.487073,4018.974261,4278.461434,4143.589642,4412.820405,4274.87169
2.25,3950.256314,4437.435789,4619.487067,4310.256305,4038.46144,4258.461434,4043.589645,4229.743486,4338.974253,4018.974261,4281.025536,4143.589642,4413.846046,4274.35887
2.2578125,3951.794775,4447.179378,4623.589631,4306.666561,4041.025542,4253.333229,4042.051183,4223.58964,4335.89733,4015.384517,4285.640921,4151.28195,4419.999892,4281.025536
2.265625,3953.333237,4449.23066,4626.666554,4313.333228,4062.564003,4256.410152,4050.256311,4226.666563,4336.41015,4017.435799,4289.743485,4152.820411,4425.640917,4289.743485
2.2734375,3952.307596,4446.666558,4628.205015,4319.487074,4067.692208,4254.35887,4049.23067,4232.820409,4337.435791,4022.564004,4290.256305,4146.666565,4425.640917,4291.281946
2.28125,3949.230673,4451.281942,4623.07681,4314.871689,4055.897337,4248.717845,4035.384517,4231.794768,4337.435791,4021.025543,4286.153741,4139.487078,4424.102456,4285.1281
2.2890625,3946.66657,4454.871686,4619.487067,4309.743484,4053.333234,4245.640922,4027.179389,4228.205025,4337.435791,4017.435799,4278.974254,4138.461437,4418.974251,4282.563998
2.296875,3948.717852,4448.71784,4615.897323,4305.64092,4059.48708,4246.666563,4030.256312,4227.692204,4336.41015,4016.922979,4273.333229,4134.871694,4415.897328,4288.717844
2.3046875,3949.230673,4438.97425,4614.871682,4298.461433,4057.435798,4253.84605,4037.435799,4226.666563,4335.384509,4015.384517,4269.743485,4130.256309,4414.358866,4290.769126
2.3125,3947.692211,4440.512712,4615.384503,4293.846049,4049.23067,4266.153742,4045.128106,4234.871691,4338.974253,4015.897338,4273.333229,4131.28195,4414.871687,4286.153741
2.3203125,3951.281955,4446.153737,4618.974246,4295.38451,4048.71785,4276.410152,4048.71785,4238.974255,4339.487073,4017.435799,4274.35887,4135.897335,4414.358866,4279.487075
2.328125,3951.281955,4444.102455,4612.8204,4297.948613,4062.564003,4278.461434,4042.051183,4225.128102,4336.41015,4014.358876,4266.153742,4132.820412,4411.794764,4270.256306
2.3359375,3947.692211,4441.538353,4605.128093,4297.948613,4073.333234,4273.333229,4029.743491,4208.205025,4334.871689,4012.307594,4259.999896,4127.692207,4409.230661,4263.589639
2.34375,3947.692211,4446.666558,4607.179375,4301.025536,4075.897336,4269.743485,4029.230671,4210.769128,4336.922971,4017.435799,4269.230665,4131.28195,4413.333225,4266.666562
2.3515625,3953.333237,4453.333224,4614.358862,4304.102459,4081.538362,4272.820408,4038.97426,4225.128102,4338.974253,4021.538363,4283.076818,4141.02554,4421.025533,4273.846049
2.359375,3954.871698,4452.307583,4621.025528,4305.1281,4085.640926,4276.922972,4044.615286,4233.84605,4339.999894,4025.640927,4292.307587,4147.179386,4425.640917,4276.410152
2.3671875,3959.999903,4455.897327,4631.281938,4308.717843,4088.205028,4276.922972,4044.615286,4241.538358,4345.128099,4037.435799,4297.948613,4152.820411,4429.743481,4281.025536
2.375,3966.66657,4463.076814,4641.025528,4309.743484,4092.820413,4269.743485,4041.538363,4245.640922,4346.66656,4042.051183,4297.948613,4157.948616,4432.307584,4282.563998
2.3828125,3966.153749,4459.999891,4635.384502,4299.999895,4089.230669,4258.974255,4039.487081,4243.58964,4341.025535,4031.281953,4292.820408,4152.307591,4426.666558,4273.846049
2.390625,3958.461442,4449.743481,4623.589631,4284.61528,4074.871695,4258.974255,4045.128106,4243.076819,4339.487073,4021.025543,4287.179382,4141.53836,4416.410148,4264.61528
2.3984375,3952.820416,4440.512712,4619.999887,4283.076818,4076.922977,4266.666562,4048.205029,4250.256306,4343.076817,4027.692209,4285.1281,4137.948617,4415.384507,4266.666562
2.40625,3951.794775,4431.794763,4619.487067,4287.179382,4091.794772,4267.692203,4043.076824,4248.205024,4340.512714,4029.230671,4281.538357,4141.02554,4418.46143,4271.794767
2.4140625,3949.743493,4422.563994,4614.358862,4286.153741,4096.922977,4269.743485,4045.128106,4237.435794,4336.922971,4017.94862,4274.87169,4138.974258,4413.846046,4274.35887
2.421875,3946.66657,4423.076815,4614.871682,4289.230664,4090.769131,4275.897331,4049.743491,4232.820409,4338.461432,4013.846056,4271.281947,4135.384514,4407.6922,4274.35887
2.4296875,3944.615288,4429.743481,4615.384503,4297.948613,4087.692208,4278.461434,4045.128106,4227.692204,4338.461432,4015.897338,4269.230665,4133.333232,4410.256302,4272.820408
2.4375,3946.66657,4433.333225,4615.384503,4296.922972,4089.230669,4277.435793,4037.435799,4219.487076,4336.41015,4013.333235,4268.717844,4136.410155,4412.307584,4274.87169
2.4453125,3949.230673,4431.794763,4614.358862,4289.230664,4092.820413,4278.461434,4030.769132,4215.384512,4335.89733,4012.820415,4269.230665,4135.384514,4409.230661,4278.974254
2.453125,3949.230673,4424.615276,4616.410144,4288.717844,4085.640926,4277.948613,4024.102466,4206.153743,4333.333227,4012.820415,4268.205024,4135.384514,4408.717841,4279.487075
2.4609375,3949.230673,4421.025533,4619.487067,4289.743485,4075.897336,4272.307588,4027.179389,4204.102461,4334.871689,4010.256312,4269.743485,4135.897335,4413.333225,4279.487075
2.46875,3950.256314,4420.512712,4621.025528,4284.61528,4079.48708,4261.025537,4027.692209,4215.897333,4336.922971,4006.153748,4270.256306,4133.846053,4412.307584,4279.999895
2.4765625,3945.640929,4418.46143,4615.384503,4282.563998,4093.333233,4251.794768,4020.512722,4218.974256,4334.871689,4004.102466,4265.640921,4130.256309,4407.6922,4278.461434
2.484375,3942.051186,4414.871687,4608.205016,4285.640921,4096.410156,4249.743486,4017.94862,4207.692205,4332.307586,4002.051184,4259.999896,4128.717848,4408.717841,4273.846049
2.4921875,3938.974263,4412.307584,4605.128093,4285.640921,4088.717849,4250.256306,4022.051184,4198.461436,4331.794766,3999.487082,4257.948614,4125.640925,4408.20502,4268.205024
2.5,3934.871699,4409.743482,4602.56399,4286.666562,4085.640926,4250.769127,4022.051184,4193.846051,4329.743484,3996.922979,4253.84605,4118.461438,4403.076815,4265.640921
2.5078125,3931.281955,4402.563995,4598.461426,4289.230664,4087.692208,4250.769127,4015.384517,4190.256308,4329.743484,3995.897338,4247.692204,4115.384515,4399.999892,4262.563998
2.515625,3930.769135,4395.384508,4592.30758,4288.205023,4091.281951,4249.230665,4019.487081,4192.30759,4332.820407,3994.358877,4246.153742,4116.922976,4398.461431,4255.897332
2.5234375,3929.230673,4395.384508,4590.256298,4286.153741,4093.333233,4250.769127,4024.102466,4184.615282,4330.769125,3990.769133,4247.692204,4119.487079,4396.922969,4253.333229
2.53125,3932.307596,4405.640918,4592.820401,4286.666562,4086.666567,4254.871691,4017.435799,4175.384513,4330.256304,3997.94862,4255.384511,4121.538361,4405.640918,4258.974255
2.5390625,3938.461442,4407.6922,4595.384503,4287.692203,4072.820413,4254.871691,4011.794774,4175.384513,4332.820407,4005.640928,4261.025537,4126.666566,4411.794764,4262.051178
2.546875,3937.948622,4390.256303,4593.846042,4285.640921,4069.74349,4254.35887,4014.358876,4173.846052,4333.846048,4005.640928,4263.589639,4131.28195,4408.20502,4261.025537
2.5546875,3932.820417,4373.333226,4593.333221,4281.025536,4072.820413,4253.333229,4014.358876,4169.230667,4332.820407,4004.102466,4265.128101,4134.871694,4408.20502,4262.051178
2.5625,3931.794776,4372.307585,4590.769119,4281.025536,4068.205029,4250.769127,4014.871697,4180.512718,4333.333227,4008.20503,4269.230665,4138.461437,4413.846046,4266.666562
2.5703125,3936.41016,4373.333226,4591.79476,4281.025536,4058.461439,4245.640922,4019.487081,4201.538359,4334.358868,4012.307594,4271.281947,4143.589642,4411.794764,4264.61528
2.578125,3939.487083,4369.743483,4595.384503,4276.410152,4056.410157,4243.076819,4027.179389,4207.692205,4336.41015,4014.358876,4269.743485,4143.589642,4406.666559,4257.948614
2.5859375,3937.435801,4369.230662,4599.999888,4270.256306,4061.538362,4244.615281,4033.846055,4207.179384,4338.974253,4016.410158,4272.820408,4143.589642,4409.230661,4258.974255
2.59375,3929.743494,4364.615278,4595.897324,4266.153742,4068.717849,4252.820409,4034.871696,4213.846051,4339.999894,4018.46144,4273.846049,4141.02554,4412.820405,4259.999896
2.6015625,3925.64093,4350.769124,4590.769119,4261.538357,4065.640926,4258.461434,4031.794773,4215.384512,4340.512714,4017.435799,4269.230665,4137.435796,4412.307584,4255.384511
2.609375,3928.205032,4350.769124,4593.333221,4263.076819,4053.846055,4256.922973,4032.820414,4214.871692,4344.102458,4018.46144,4268.205024,4135.897335,4413.333225,4256.922973
2.6171875,3931.794776,4364.615278,4593.333221,4266.666562,4052.307593,4262.563998,4035.897337,4216.922974,4342.563996,4018.46144,4269.230665,4135.384514,4411.794764,4261.025537
2.625,3925.64093,4370.769124,4586.153734,4259.487075,4061.538362,4266.153742,4030.769132,4206.153743,4334.358868,4009.743492,4262.563998,4133.333232,4407.6922,4253.84605
2.6328125,3921.025545,4371.281944,4584.102452,4255.384511,4067.179388,4263.589639,4019.999902,4182.05118,4329.743484,4000.512723,4255.384511,4131.28195,4407.6922,4244.615281
2.640625,3927.179391,4381.025534,4593.846042,4264.10246,4062.051183,4261.538357,4013.333235,4167.179385,4331.794766,4003.076825,4260.512716,4133.846053,4413.846046,4245.128101
2.6484375,3935.89734,4390.256303,4603.589631,4271.794767,4058.461439,4260.512716,4012.307594,4164.615283,4329.743484,4010.769133,4272.307588,4143.076822,4421.538353,4251.281947
2.65625,3941.025545,4392.307585,4610.769118,4273.846049,4058.97426,4253.84605,4011.281953,4163.589642,4326.666561,4012.307594,4281.025536,4155.384514,4425.128097,4255.384511
2.6640625,3943.076827,4394.871687,4608.717836,4275.897331,4059.48708,4246.153742,4010.769133,4173.333231,4332.307586,4013.333235,4284.102459,4159.487078,4424.615276,4252.307588
2.671875,3939.999904,4393.333226,4604.615272,4275.384511,4057.435798,4246.666563,4015.384517,4187.692205,4337.435791,4015.897338,4282.563998,4161.53836,4424.615276,4249.230665
2.6796875,3932.307596,4383.589636,4598.974247,4270.769126,4053.846055,4249.743486,4024.615286,4192.30759,4333.333227,4016.922979,4276.410152,4157.948616,4419.487071,4243.076819
2.6875,3921.025545,4369.743483,4584.102452,4262.051178,4050.256311,4249.230665,4028.20503,4190.769128,4326.15374,4003.076825,4261.538357,4139.999899,4405.128097,4222.051179
2.6953125,3912.307597,4364.102457,4572.307581,4258.461434,4046.666568,4251.281947,4028.20503,4194.871692,4329.230663,3992.820415,4252.307588,4123.076822,4399.487072,4205.128102
2.703125,3913.846058,4369.743483,4579.487068,4268.205024,4045.128106,4258.974255,4029.743491,4203.07682,4338.461432,4005.128107,4259.487075,4126.666566,4407.179379,4206.666564
2.7109375,3914.358879,4374.358867,4581.025529,4273.333229,4053.333234,4265.128101,4034.871696,4206.666564,4339.999894,4015.897338,4266.153742,4130.76913,4411.794764,4208.717846
2.71875,3909.743494,4374.358867,4573.846042,4259.487075,4063.076824,4263.076819,4033.333235,4201.538359,4335.89733,4005.640928,4259.999896,4125.128104,4406.153738,4199.487077
2.7265625,3908.205033,4379.999893,4575.897324,4255.897332,4064.615285,4264.61528,4026.153748,4195.384513,4335.89733,4001.025543,4257.435793,4124.102463,4405.128097,4194.358872
2.734375,3910.256315,4391.794764,4582.563991,4268.717844,4056.922978,4266.666562,4022.051184,4191.794769,4335.89733,4005.640928,4261.025537,4127.179386,4409.743482,4196.922974
2.7421875,3910.769135,4401.538354,4584.615273,4275.897331,4053.333234,4263.589639,4021.025543,4185.128103,4331.281945,4002.564005,4258.974255,4127.692207,4410.769123,4201.025538
2.75,3918.974263,4407.6922,4593.846042,4275.897331,4056.410157,4257.948614,4021.025543,4186.153744,4329.230663,4001.538364,4264.10246,4136.410155,4411.794764,4213.33323
2.7578125,3926.666571,4403.076815,4605.128093,4278.974254,4058.97426,4251.794768,4018.46144,4195.384513,4330.769125,4005.640928,4273.846049,4148.717847,4417.435789,4229.230666
2.765625,3925.64093,4395.384508,4604.102452,4284.102459,4056.922978,4246.666563,4017.94862,4191.281949,4332.307586,4008.717851,4275.384511,4150.256309,4419.999892,4233.84605
2.7734375,3923.589648,4396.922969,4602.56399,4284.102459,4049.23067,4238.974255,4013.846056,4179.999898,4332.820407,4010.769133,4276.410152,4153.333232,4417.435789,4234.358871
2.78125,3922.051186,4394.358867,4599.999888,4274.87169,4048.71785,4233.84605,4009.743492,4183.589641,4335.89733,4014.358876,4281.538357,4156.410155,4414.871687,4237.435794
2.7890625,3913.846058,4378.461431,4588.205016,4257.948614,4056.922978,4237.435794,4014.358876,4192.30759,4339.487073,4015.897338,4277.948613,4147.179386,4409.230661,4233.33323
2.796875,3901.538366,4365.128098,4569.230657,4250.769127,4065.640926,4247.179383,4029.743491,4199.487077,4338.461432,4012.307594,4267.179383,4134.871694,4406.153738,4229.230666
2.8046875,3898.974264,4363.076816,4565.640914,4253.333229,4069.74349,4250.256306,4038.46144,4202.051179,4334.358868,4004.102466,4259.999896,4135.897335,4407.6922,4231.794768
2.8125,3901.538366,4368.205021,4568.205016,4253.84605,4070.256311,4249.743486,4031.794773,4199.999897,4334.871689,4003.076825,4259.999896,4136.922976,4407.6922,4236.922973
2.8203125,3898.461443,4372.307585,4564.102452,4249.743486,4070.256311,4255.384511,4025.640927,4193.846051,4336.41015,4003.589646,4257.435793,4131.794771,4403.589636,4236.410153
2.828125,3888.205033,4370.769124,4550.769119,4246.153742,4070.769131,4262.051178,4035.384517,4192.30759,4333.846048,3995.384518,4248.205024,4122.564002,4396.410149,4232.820409
2.8359375,3883.589649,4374.358867,4547.692196,4248.205024,4066.153747,4259.487075,4040.512722,4194.871692,4332.307586,3992.307595,4247.179383,4123.589643,4396.922969,4235.384512
2.84375,3892.820418,4385.128098,4558.461427,4256.410152,4064.615285,4255.897332,4029.230671,4197.435795,4333.333227,4001.025543,4256.922973,4135.897335,4408.20502,4242.051178
2.8515625,3904.102469,4389.743482,4568.717837,4261.538357,4076.922977,4259.487075,4020.512722,4197.948615,4332.307586,4006.666569,4262.563998,4146.666565,4415.384507,4247.179383
2.859375,3906.666571,4393.333226,4572.820401,4258.974255,4087.692208,4263.589639,4024.102466,4197.435795,4332.307586,4005.640928,4267.692203,4150.769129,4414.358866,4252.307588
2.8671875,3911.281956,4399.487072,4581.53835,4256.410152,4083.589644,4257.435793,4020.512722,4194.358872,4330.769125,4006.666569,4275.384511,4156.410155,4416.922969,4261.538357
2.875,3918.461443,4397.43579,4587.692196,4257.435793,4078.974259,4248.205024,4010.769133,4187.179385,4326.666561,4009.230671,4278.974254,4159.999898,4419.487071,4266.666562
2.8828125,3915.89734,4395.384508,4587.179375,4258.461434,4081.538362,4242.563999,4012.307594,4184.615282,4327.179381,4012.820415,4279.487075,4159.487078,4421.025533,4266.666562
2.890625,3909.743494,4402.563995,4590.256298,4258.461434,4085.128105,4237.948614,4009.743492,4183.589641,4329.230663,4016.410158,4281.025536,4159.999898,4423.076815,4265.640921
2.8984375,3906.153751,4403.589636,4584.615273,4253.333229,4083.076823,4235.897332,4005.640928,4182.564,4331.794766,4014.871697,4278.974254,4158.461437,4418.46143,4264.10246
2.90625,3897.948623,4403.589636,4572.307581,4246.153742,4074.871695,4237.435794,4013.333235,4187.692205,4335.384509,4012.307594,4272.307588,4153.333232,4415.897328,4259.487075
2.9140625,3891.281956,4417.435789,4566.666555,4247.692204,4075.384516,4246.666563,4025.128107,4195.384513,4337.435791,4015.897338,4269.230665,4145.640924,4421.025533,4256.922973
2.921875,3888.717854,4425.640917,4565.128093,4246.153742,4083.589644,4257.948614,4026.666568,4194.871692,4334.871689,4013.333235,4264.61528,4138.974258,4415.384507,4256.410152
2.9296875,3883.076828,4417.94861,4554.358863,4232.820409,4088.205028,4265.640921,4030.256312,4193.333231,4336.922971,4007.179389,4255.897332,4132.820412,4406.153738,4255.897332
2.9375,3879.999905,4411.281943,4549.230658,4225.128102,4089.230669,4270.769126,4034.358876,4193.846051,4337.948612,4006.666569,4252.307588,4135.897335,4409.230661,4254.871691
2.9453125,3877.948623,4412.820405,4549.230658,4233.33323,4093.846054,4272.820408,4031.281953,4190.256308,4332.820407,4006.153748,4254.35887,4137.948617,4412.820405,4254.871691
2.953125,3871.794777,4414.358866,4545.640914,4235.897332,4096.922977,4267.179383,4028.20503,4180.512718,4329.743484,3997.4358,4251.281947,4134.358873,4406.153738,4252.307588
2.9609375,3868.205034,4411.281943,4540.512709,4227.692204,4097.948618,4262.051178,4023.076825,4174.871693,4329.230663,3990.256313,4245.128101,4129.743489,4402.051174,4248.717845
2.96875,3871.794777,4405.128097,4544.102453,4226.153743,4098.461438,4257.948614,4016.922979,4176.410154,4326.15374,3991.794774,4246.666563,4129.230668,4403.589636,4247.692204
2.9765625,3871.281957,4409.743482,4552.820401,4235.384512,4100.51272,4252.820409,4020.512722,4178.461436,4326.15374,3997.94862,4252.307588,4129.743489,4406.153738,4249.743486
2.984375,3874.8717,4424.102456,4561.53835,4243.076819,4108.205028,4253.84605,4024.102466,4178.461436,4331.281945,4004.615287,4259.999896,4135.897335,4411.794764,4251.794768
2.9921875,3882.564008,4433.333225,4568.717837,4246.666563,4123.589643,4258.461434,4023.589645,4182.05118,4332.307586,4007.69221,4266.153742,4135.384514,4417.94861,4249.743486
3,3887.179392,4434.871686,4573.333222,4251.794768,4135.897335,4262.563998,4026.153748,4187.692205,4330.256304,4008.717851,4268.205024,4117.435797,4421.538353,4246.153742
3.0078125,3884.102469,4441.025532,4571.281939,4248.717845,4136.922976,4265.128101,4028.71785,4192.30759,4333.846048,4014.358876,4270.256306,4119.487079,4422.563994,4246.153742
3.015625,3876.922982,4446.153737,4564.102452,4239.487076,4137.948617,4264.61528,4023.589645,4194.871692,4339.487073,4017.435799,4272.307588,4174.871693,4418.974251,4248.205024
3.0234375,3872.820418,4443.589635,4562.05117,4237.435794,4146.153745,4265.640921,4026.153748,4195.897333,4338.974253,4015.384517,4267.179383,4256.410152,4413.333225,4246.153742
3.03125,3876.410162,4444.615276,4564.102452,4243.58964,4154.871693,4275.384511,4042.564004,4201.025538,4336.922971,4012.820415,4264.61528,4321.025535,4412.307584,4247.179383
3.0390625,3877.435803,4448.205019,4568.717837,4244.615281,4157.435796,4280.512716,4048.71785,4205.128102,4336.41015,4011.794774,4268.205024,4371.794765,4414.358866,4253.84605
3.046875,3874.8717,4457.948609,4572.307581,4242.051178,4153.333232,4278.461434,4045.640927,4208.717846,4338.461432,4012.820415,4270.256306,4411.794764,4414.871687,4259.999896
3.0546875,3877.948623,4466.153737,4573.333222,4240.512717,4149.230668,4277.948613,4043.589645,4202.051179,4337.435791,4008.717851,4265.128101,4435.384507,4405.128097,4256.922973
3.0625,3876.410162,4456.410147,4565.640914,4236.922973,4156.410155,4278.974254,4038.97426,4190.769128,4332.307586,4001.538364,4259.999896,4443.589635,4390.769123,4250.256306
3.0703125,3871.281957,4439.999891,4563.076811,4229.743486,4163.076821,4272.820408,4031.794773,4188.717846,4330.769125,4001.538364,4264.10246,4454.871686,4386.666559,4248.717845
3.078125,3870.256316,4436.922968,4559.487068,4223.07682,4164.102462,4262.563998,4031.794773,4195.897333,4334.871689,4010.256312,4269.230665,4468.205019,4388.205021,4245.640922
3.0859375,3870.769136,4433.846045,4557.948606,4224.615281,4166.666565,4256.922973,4031.281953,4196.922974,4334.871689,4013.846056,4266.666562,4479.99989,4380.512713,4237.435794
3.09375,3873.846059,4422.563994,4566.153734,4230.769127,4168.717847,4258.974255,4028.20503,4194.871692,4334.871689,4012.307594,4265.640921,4495.897326,4374.358867,4235.384512
3.1015625,3879.487085,4418.46143,4573.846042,4231.281948,4169.743488,4262.563998,4030.256312,4198.974256,4336.922971,4012.820415,4270.256306,4513.333223,4376.410149,4239.487076
3.109375,3874.35888,4418.974251,4565.128093,4224.615281,4174.871693,4270.256306,4033.846055,4202.564,4335.384509,4010.256312,4267.179383,4518.974248,4373.333226,4233.33323
3.1171875,3869.743495,4424.102456,4559.999888,4222.051179,4175.897334,4285.640921,4034.871696,4204.615282,4335.89733,4013.333235,4262.563998,4522.563992,4371.794765,4226.153743
3.125,3869.743495,4429.230661,4566.153734,4224.615281,4174.358872,4294.358869,4035.384517,4204.615282,4338.974253,4022.564004,4267.179383,4528.717838,4373.846047,4226.153743
3.1328125,3863.589649,4424.102456,4562.563991,4224.102461,4179.999898,4290.769126,4033.846055,4194.871692,4332.820407,4013.333235,4264.10246,4527.179376,4366.153739,4224.102461
3.140625,3860.512726,4424.615276,4558.974247,4219.487076,4182.564,4284.102459,4027.692209,4184.102462,4325.64092,3995.384518,4256.922973,4524.615274,4358.461432,4225.128102
3.1484375,3869.230675,4435.897327,4565.640914,4218.461435,4179.999898,4283.589639,4026.153748,4185.640923,4328.717843,3994.871697,4261.025537,4531.794761,4361.538355,4234.871691
3.15625,3874.35888,4442.051173,4572.307581,4224.615281,4182.564,4284.102459,4029.230671,4186.153744,4329.230663,3997.94862,4265.640921,4542.051171,4362.051175,4243.58964
3.1640625,3877.948623,4445.640917,4575.897324,4226.666563,4188.205026,4280.512716,4030.256312,4183.076821,4327.692202,3996.922979,4267.179383,4546.666555,4359.999893,4252.820409
3.171875,3882.564008,4450.769122,4577.948606,4218.974256,4185.128103,4274.35887,4022.051184,4180.512718,4330.256304,3997.94862,4268.205024,4549.743478,4358.461432,4260.512716
3.1796875,3877.435803,4451.281942,4569.230657,4213.33323,4182.05118,4273.846049,4012.307594,4176.410154,4332.307586,4000.512723,4266.153742,4546.153735,4354.871688,4260.512716
3.1875,3877.435803,4449.23066,4566.666555,4219.999897,4179.999898,4277.948613,4012.820415,4173.333231,4335.384509,4007.179389,4269.230665,4549.743478,4354.871688,4265.640921
3.1953125,3886.153751,4445.128096,4574.871683,4231.281948,4179.487077,4283.589639,4022.051184,4185.128103,4339.487073,4020.512722,4283.076818,4559.999888,4359.487073,4276.410152
3.203125,3889.230674,4434.871686,4579.487068,4234.871691,4182.564,4283.076818,4025.640927,4194.358872,4339.487073,4023.076825,4289.743485,4565.128093,4358.974252,4277.948613
3.2109375,3887.692213,4429.230661,4576.922965,4235.384512,4184.615282,4281.538357,4025.128107,4192.30759,4339.487073,4022.564004,4287.692203,4566.153734,4356.41015,4278.461434
3.21875,3890.769136,4426.153738,4578.461427,4237.948614,4182.05118,4286.666562,4027.179389,4194.358872,4341.538355,4028.71785,4287.179382,4569.743478,4353.333227,4279.999895
3.2265625,3885.640931,4413.333225,4573.846042,4238.461435,4176.922975,4293.846049,4033.846055,4201.538359,4338.461432,4026.153748,4285.640921,4569.743478,4349.230663,4279.487075
3.234375,3876.410162,4399.487072,4565.640914,4234.871691,4170.256308,4296.410151,4039.487081,4205.128102,4335.89733,4013.846056,4281.025536,4566.666555,4347.179381,4282.563998
3.2421875,3872.307598,4391.281944,4560.512709,4229.743486,4165.640924,4295.897331,4035.897337,4199.999897,4334.871689,4004.102466,4273.846049,4564.615273,4341.538355,4284.102459
3.25,3867.179393,4383.076816,4555.897324,4226.666563,4157.435796,4288.717844,4022.051184,4188.717846,4328.717843,3995.384518,4262.563998,4559.487068,4331.281945,4276.410152
3.2578125,3864.61529,4382.563995,4556.410145,4226.153743,4142.564001,4283.589639,4017.94862,4182.564,4326.666561,3989.230672,4257.948614,4556.410145,4326.666561,4276.922972
3.265625,3870.769136,4388.717841,4562.05117,4227.179384,4140.512719,4290.256305,4026.153748,4181.025539,4329.743484,3990.769133,4264.61528,4561.53835,4330.256304,4290.256305
3.2734375,3877.435803,4387.17938,4567.179375,4230.769127,4152.820411,4293.846049,4022.564004,4170.256308,4329.230663,3993.846056,4271.794767,4566.666555,4333.846048,4298.974254
3.28125,3879.999905,4387.17938,4571.79476,4241.025537,4153.846052,4288.205023,4012.820415,4166.666565,4327.692202,4000.512723,4278.461434,4566.666555,4338.461432,4313.333228
3.2890625,3884.61529,4395.897328,4579.999888,4243.58964,4144.102463,4285.640921,4015.384517,4181.538359,4330.769125,4009.743492,4284.61528,4569.743478,4341.025535,4328.717843
3.296875,3888.205033,4401.538354,4578.461427,4235.384512,4144.102463,4288.205023,4022.051184,4187.692205,4332.820407,4012.307594,4286.153741,4569.743478,4342.563996,4327.179381
3.3046875,3884.61529,4401.025533,4573.846042,4234.358871,4156.410155,4289.743485,4019.999902,4181.025539,4332.307586,4009.743492,4284.61528,4565.640914,4340.512714,4317.435792
3.3125,3880.512726,4405.128097,4572.307581,4238.974255,4166.666565,4290.256305,4019.999902,4184.615282,4334.358868,4010.769133,4285.1281,4564.102452,4340.512714,4319.999894
